epoch,loss,val_loss
0,0.0741262435913086,0.05648867413401604
1,0.05640328675508499,0.055246297270059586
2,0.05284174904227257,0.050007615238428116
3,0.047999802976846695,0.04644782468676567
4,0.04629221931099892,0.05152728036046028
5,0.044981591403484344,0.0454903282225132
6,0.04106965661048889,0.0368276908993721
7,0.03855523467063904,0.03576730936765671
8,0.036804504692554474,0.036342840641736984
9,0.03527102246880531,0.03548460826277733
10,0.03405770659446716,0.03301487863063812
11,0.03308762609958649,0.031144460663199425
12,0.031755536794662476,0.03233597055077553
13,0.031008781865239143,0.03187588229775429
14,0.030144860967993736,0.03048720397055149
15,0.0293477401137352,0.03093670681118965
16,0.028941461816430092,0.030398156493902206
17,0.028670664876699448,0.029877854511141777
18,0.02818767912685871,0.026634374633431435
19,0.02765892632305622,0.027323972433805466
20,0.026867032051086426,0.02726522646844387
21,0.026034582406282425,0.024423062801361084
22,0.025428464636206627,0.026071667671203613
23,0.025229573249816895,0.023230085149407387
24,0.024665052071213722,0.02387172542512417
25,0.024373453110456467,0.02534407563507557
26,0.023942455649375916,0.02739216759800911
27,0.023584865033626556,0.027035167440772057
28,0.02335153892636299,0.023140273988246918
29,0.023309554904699326,0.025535812601447105
30,0.022908000275492668,0.021818900480866432
31,0.022627517580986023,0.021833796054124832
32,0.0225533414632082,0.023730361834168434
33,0.022430576384067535,0.023177331313490868
34,0.022183857858181,0.021010102704167366
35,0.021999621763825417,0.02177533693611622
36,0.021917039528489113,0.023373674601316452
37,0.021641340106725693,0.024352671578526497
38,0.021691808477044106,0.020706456154584885
39,0.021311333402991295,0.02090805023908615
40,0.021218659356236458,0.02072354219853878
41,0.021128468215465546,0.0222187340259552
42,0.020967474207282066,0.022018026560544968
43,0.0208937618881464,0.021772237494587898
44,0.020732896402478218,0.021932974457740784
45,0.020592039451003075,0.01988554373383522
46,0.02062630094587803,0.021355530247092247
47,0.02062457613646984,0.0205619428306818
48,0.020235586911439896,0.019937504082918167
49,0.020223256200551987,0.02132020704448223
50,0.0200815387070179,0.019665926694869995
51,0.01994144916534424,0.02099626138806343
52,0.020030971616506577,0.02014200948178768
53,0.019658241420984268,0.019837433472275734
54,0.019765092059969902,0.019151125103235245
55,0.01993199996650219,0.02004070393741131
56,0.01955447904765606,0.02037239260971546
57,0.019415687769651413,0.020092317834496498
58,0.01933911256492138,0.02071099914610386
59,0.019259726628661156,0.01971590332686901
60,0.018936816602945328,0.01955021545290947
61,0.01892436295747757,0.01937204785645008
62,0.018687020987272263,0.01993274874985218
63,0.01974473148584366,0.023008981719613075
64,0.019964754581451416,0.01932201348245144
65,0.018903644755482674,0.018554342910647392
66,0.01840270310640335,0.0177201796323061
67,0.020189320668578148,0.01862863451242447
68,0.02040725201368332,0.021233297884464264
69,0.01871655322611332,0.019841890782117844
70,0.0182193573564291,0.018982235342264175
71,0.018165573477745056,0.01769131049513817
72,0.017994878813624382,0.01751263067126274
73,0.017746753990650177,0.018760278820991516
74,0.01785661280155182,0.017374899238348007
75,0.017627278342843056,0.018693191930651665
76,0.017497362568974495,0.017339423298835754
77,0.017353616654872894,0.017297832295298576
78,0.0173071026802063,0.01719198189675808
79,0.01724999025464058,0.018447037786245346
80,0.017110519111156464,0.01688636839389801
81,0.01704532466828823,0.017353564500808716
82,0.017096038907766342,0.017998499795794487
83,0.016942942515015602,0.018146881833672523
84,0.01689503900706768,0.018259992823004723
85,0.01674019917845726,0.016845136880874634
86,0.0167999230325222,0.016432639211416245
87,0.01663713902235031,0.017861459404230118
88,0.016695214435458183,0.017127428203821182
89,0.01647397316992283,0.016948528587818146
90,0.016480477526783943,0.01653400994837284
91,0.016419272869825363,0.016342302784323692
92,0.01645088940858841,0.016625603660941124
93,0.016285361722111702,0.016351772472262383
94,0.016202349215745926,0.01734289713203907
95,0.016171971336007118,0.01703706383705139
96,0.016151342540979385,0.016419969499111176
97,0.01606583409011364,0.0157217588275671
98,0.016015158966183662,0.015744445845484734
99,0.015976518392562866,0.01595667004585266
