epoch,loss,val_loss
0,0.07043635100126266,0.05828690528869629
1,0.055163878947496414,0.05266118794679642
2,0.04828403890132904,0.042512647807598114
3,0.03988172858953476,0.03858745098114014
4,0.03640797734260559,0.034033458679914474
5,0.03328055143356323,0.034381765872240067
6,0.030893269926309586,0.027958262711763382
7,0.0287806186825037,0.027965545654296875
8,0.0272674523293972,0.030146077275276184
9,0.02610802836716175,0.0261088740080595
10,0.02505681850016117,0.024826718494296074
11,0.024492962285876274,0.024217523634433746
12,0.023538503795862198,0.022227466106414795
13,0.024508126080036163,0.02296561561524868
14,0.022705193608999252,0.02393198572099209
15,0.021963797509670258,0.02050415799021721
16,0.02150186337530613,0.022722546011209488
17,0.0209489818662405,0.022505242377519608
18,0.02040248177945614,0.019199969246983528
19,0.025123650208115578,0.01913732849061489
20,0.029074644669890404,0.024927856400609016
21,0.022718757390975952,0.02121267281472683
22,0.02042093686759472,0.025448434054851532
23,0.019799605011940002,0.018600676208734512
24,0.018552355468273163,0.017766382545232773
25,0.017977770417928696,0.017516687512397766
26,0.01785462349653244,0.01816309429705143
27,0.01739782653748989,0.017125558108091354
28,0.017235063016414642,0.01690497435629368
29,0.017105313017964363,0.018123416230082512
30,0.016831839457154274,0.0157813411206007
31,0.01660779118537903,0.016724620014429092
32,0.01651410572230816,0.01572262868285179
33,0.01631294935941696,0.015773355960845947
34,0.016941871494054794,0.015767095610499382
35,0.016003191471099854,0.01578868180513382
36,0.015699198469519615,0.015205461531877518
37,0.015614139847457409,0.014216331765055656
38,0.015500777401030064,0.014975856989622116
39,0.01528768427670002,0.015297121368348598
40,0.015231422148644924,0.014686761423945427
41,0.015140339732170105,0.01493438333272934
42,0.014955725520849228,0.01526027824729681
43,0.015014098957180977,0.014192119240760803
44,0.014728897251188755,0.014810796827077866
45,0.014723271131515503,0.015104115009307861
46,0.014515858143568039,0.01633281074464321
47,0.014498056843876839,0.014291238971054554
48,0.014383833855390549,0.014349870383739471
49,0.014337504282593727,0.014482032507658005
50,0.014189718291163445,0.015515035949647427
51,0.014000792056322098,0.015148626640439034
52,0.013987843878567219,0.01397625170648098
53,0.014025426469743252,0.013949660584330559
54,0.013860024511814117,0.015728915110230446
55,0.013885986991226673,0.013950204476714134
56,0.013857203535735607,0.013440090231597424
57,0.013712180778384209,0.013886642642319202
58,0.013676971197128296,0.013929999433457851
59,0.013529009185731411,0.013155950233340263
60,0.013461427763104439,0.013411462306976318
61,0.013451377861201763,0.01376544963568449
62,0.013336414471268654,0.013204775750637054
63,0.013355853967368603,0.01423329021781683
64,0.013635966926813126,0.01365883182734251
65,0.01349706668406725,0.013740337453782558
66,0.013103097677230835,0.013177722692489624
67,0.013081792742013931,0.012626944109797478
68,0.013136212714016438,0.013297071680426598
69,0.012968060560524464,0.012703582644462585
70,0.012823608703911304,0.013057091273367405
71,0.012866704724729061,0.012192108668386936
72,0.01275907177478075,0.01230311207473278
73,0.012747886590659618,0.013239191845059395
74,0.012664798647165298,0.014384006150066853
75,0.012521196156740189,0.01233324222266674
76,0.012496724724769592,0.012615165673196316
77,0.012564620934426785,0.012870998121798038
78,0.012415463104844093,0.013498086482286453
79,0.01219415944069624,0.014074336737394333
80,0.012330004945397377,0.012029738165438175
81,0.01223719771951437,0.01218482106924057
82,0.01213911920785904,0.011720530688762665
83,0.01213622186332941,0.01195303350687027
84,0.011943312361836433,0.011942362412810326
85,0.011954144574701786,0.012444802559912205
86,0.0119639215990901,0.012161479331552982
87,0.011997156776487827,0.01195795089006424
88,0.011795691214501858,0.012827064841985703
89,0.012197734788060188,0.011898414231836796
90,0.011802921071648598,0.012227893806993961
91,0.011729860678315163,0.012177269905805588
92,0.011723438277840614,0.011863350868225098
93,0.01165799517184496,0.011481367982923985
94,0.011703147552907467,0.012431250885128975
95,0.011553367599844933,0.01141323335468769
96,0.011600615456700325,0.012248290702700615
97,0.01154788862913847,0.011837417259812355
98,0.0178399495780468,0.014372742734849453
99,0.01381316315382719,0.013230685144662857
