epoch,loss,val_loss
0,0.10746178030967712,0.10781700909137726
1,0.10700388252735138,0.10465815663337708
2,0.10626694560050964,0.1057976558804512
3,0.10603732615709305,0.10442939400672913
4,0.10594863444566727,0.10414867848157883
5,0.10585903376340866,0.10466113686561584
6,0.10584469139575958,0.10438990592956543
7,0.10579186677932739,0.10453958809375763
8,0.10577233135700226,0.10404941439628601
9,0.10576504468917847,0.10446516424417496
10,0.1057332456111908,0.10442936420440674
11,0.1057349368929863,0.10412482917308807
12,0.10569178313016891,0.10424619913101196
13,0.10568917542695999,0.10432610660791397
14,0.10569456964731216,0.1041317954659462
15,0.1056811586022377,0.10408813506364822
16,0.1073891744017601,0.10524845868349075
17,0.10615430027246475,0.10418060421943665
18,0.10601995140314102,0.1040659174323082
19,0.10589835047721863,0.10434547811746597
20,0.105832539498806,0.10448883473873138
21,0.10578831285238266,0.10412922501564026
22,0.10575783252716064,0.10425282269716263
23,0.10573197156190872,0.10428103804588318
24,0.10572662949562073,0.10412577539682388
25,0.10570869594812393,0.10430965572595596
26,0.1057114526629448,0.10408752411603928
27,0.10565026104450226,0.10408632457256317
28,0.10566380620002747,0.10408636182546616
29,0.10565166920423508,0.10428956896066666
30,0.10565733164548874,0.10423699021339417
31,0.10565376281738281,0.10409466922283173
32,0.10564220696687698,0.10414719581604004
33,0.10562919080257416,0.10415171086788177
34,0.10564592480659485,0.10435428470373154
35,0.10562421381473541,0.1044100821018219
36,0.1056283712387085,0.10419947654008865
37,0.10561231523752213,0.10433272272348404
38,0.10562440007925034,0.10425910353660583
39,0.10560692846775055,0.10409991443157196
40,0.10560194402933121,0.10421068221330643
41,0.10561304539442062,0.10418522357940674
42,0.10559692978858948,0.10429797321557999
43,0.10560237616300583,0.10412786900997162
44,0.10559257119894028,0.10416244715452194
45,0.10561712831258774,0.10416335612535477
46,0.10559653490781784,0.104066401720047
47,0.10558891296386719,0.1042499765753746
48,0.10897299647331238,0.10431645810604095
49,0.10587025433778763,0.10442385822534561
50,0.1057228222489357,0.10428133606910706
51,0.10568606853485107,0.10410086810588837
52,0.10565079748630524,0.10420891642570496
53,0.10564121603965759,0.10409681499004364
54,0.1056319996714592,0.10411380976438522
55,0.10563231259584427,0.10406067222356796
56,0.10561824589967728,0.1041807308793068
57,0.10559637099504471,0.10421093553304672
58,0.10564223676919937,0.10410524159669876
59,0.10560647398233414,0.10421959310770035
60,0.10558885335922241,0.10403449833393097
61,0.10559405386447906,0.10410052537918091
62,0.10558025538921356,0.10405838489532471
63,0.10558725893497467,0.10403914749622345
64,0.10558527708053589,0.10406851023435593
65,0.10558928549289703,0.10412152111530304
66,0.10557598620653152,0.10428059101104736
67,0.10556548833847046,0.1042410209774971
68,0.10556166619062424,0.10415715724229813
69,0.10557082295417786,0.1042080968618393
70,0.10556129366159439,0.10412336885929108
71,0.10556256771087646,0.10413297265768051
72,0.10556734353303909,0.10426453500986099
73,0.10556824505329132,0.10408570617437363
74,0.10556266456842422,0.10420435667037964
75,0.10555263608694077,0.10401713848114014
76,0.10555467009544373,0.1040777713060379
77,0.10556066036224365,0.1040821522474289
78,0.10555744916200638,0.10405322164297104
79,0.10554976761341095,0.10412034392356873
80,0.10554440319538116,0.10403992235660553
81,0.10555391758680344,0.10405712574720383
82,0.10554811358451843,0.10405311733484268
83,0.10554158687591553,0.10418733209371567
84,0.10555025935173035,0.10410988330841064
85,0.10554290562868118,0.10405286401510239
86,0.10554530471563339,0.10411269962787628
87,0.10554846376180649,0.10401547700166702
88,0.10554530471563339,0.10409512370824814
89,0.10554300248622894,0.10405091941356659
90,0.10554450750350952,0.1040225476026535
91,0.10554502159357071,0.1040593832731247
92,0.10553617030382156,0.10403870046138763
93,0.10554296523332596,0.10415589064359665
94,0.10553896427154541,0.10411692410707474
95,0.10553909838199615,0.10408186167478561
96,0.10555028170347214,0.1040312796831131
97,0.10553747415542603,0.1040676087141037
98,0.10552708059549332,0.10405758023262024
99,0.10553872585296631,0.10414731502532959
